tileswide 16
tileshigh 24
tilewidth 40
tileheight 20

layer 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,4,4,4,0,4,0,4,0,4,4,4,0,0,0,
0,0,0,4,0,0,4,0,4,0,4,0,0,0,0,0,
0,0,0,4,0,0,4,0,4,0,4,4,0,0,0,0,
0,0,0,4,0,0,4,4,4,0,4,0,0,0,0,0,
0,0,0,4,0,0,4,0,4,0,4,0,0,0,0,0,
0,0,0,4,0,0,4,0,4,0,4,4,4,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,0,4,0,0,0,4,0,4,4,0,0,0,
0,4,0,0,0,4,4,0,0,4,0,4,0,4,0,0,
0,4,4,0,0,4,0,4,0,4,0,4,0,4,0,0,
0,4,0,0,0,4,0,4,0,4,0,4,0,4,0,0,
0,4,0,0,0,4,0,4,0,4,0,4,0,4,0,0,
0,4,4,4,0,4,0,0,4,4,0,4,4,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

