tileswide 16
tileshigh 24
tilewidth 40
tileheight 20

layer 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,3,3,3,3,0,0,0,0,3,3,3,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,3,3,3,0,0,0,0,3,3,3,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,
3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,3,3,0,3,3,0,0,0,0,3,3,0,3,3,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,

